"customer_id","customer_name","customer_phone","customer_email","order_id","order_date","order_total","order_items"
"14","Customer 14","""+91-4271728833""","CUSTOMER13@EXAMPLE.COM","1014","2023-01-14","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"15","Customer 15","","","1015","2023-01-15","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"16","Customer 16","""+34-1907920070""","customer15@example.com","1016","2023-01-16","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"17","Customer 17","""+39-7213404190""","CUSTOMER16@EXAMPLE.COM","1017","2023-01-17","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"18","Customer 18","""+91-1539261124""","N/A","1018","2023-01-18","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"19","Customer 19","""+86-8911511057""","CUSTOMER18@EXAMPLE.COM","1019","2023-01-19","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"20","Customer 20","""N/A""","customer19@example.com","1020","2023-01-20","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"21","Customer 21","""+33-7960479947""","","1021","2023-01-21","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"22","Customer 22","""+91-2604447822""","CUSTOMER21@EXAMPLE.COM","1022","2023-01-22","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"23","Customer 23","""+34-5268179870""","CUSTOMER22@EXAMPLE.COM","1023","2023-01-23","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"24","Customer 24","""+86-2478652522""","CUSTOMER23@EXAMPLE.COM","1024","2023-01-24","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"25","Customer 25","""+81-3853202400""","CUSTOMER24@EXAMPLE.COM","1025","2023-01-25","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"26","Customer 26","""+49-4863941469""","customer25@example.com","1026","2023-01-26","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"27","Customer 27","""+49-5543844166""","customer26@example.com","1027","2023-01-27","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"28","Customer 28","""+33-8830144845""","CUSTOMER27@EXAMPLE.COM","1028","2023-01-28","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"29","Customer 29","""N/A""","CUSTOMER28@EXAMPLE.COM","1029","2023-01-29","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"30","Customer 30","""+44-9093245173""","customer29@example.com","1030","2023-01-30","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"31","Customer 31","""+34-7214225693""","customer30@example.com","1031","2023-01-31","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"32","Customer 32","""+81-9312983596""","CUSTOMER31@EXAMPLE.COM","1032","2023-02-01","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"33","Customer 33","""+81-5621622009""","customer32@example.com","1033","2023-02-02","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"34","Customer 34","""+61-6432451651""","CUSTOMER33@EXAMPLE.COM","1034","2023-02-03","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"35","Customer 35","""+39-6252438888""","CUSTOMER34@EXAMPLE.COM","1035","2023-02-04","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"36","Customer 36","""+91-9831641871""","CUSTOMER35@EXAMPLE.COM","1036","2023-02-05","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"37","Customer 37","""+39-9665321579""","customer36@example.com","1037","2023-02-06","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"38","Customer 38","""""","CUSTOMER37@EXAMPLE.COM","1038","2023-02-07","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"39","Customer 39","""+33-8076186665""","customer38@example.com","1039","2023-02-08","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"40","Customer 40","""+33-1338793442""","customer39@example.com","1040","2023-02-09","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"41","Customer 41","""+61-4287152146""","CUSTOMER40@EXAMPLE.COM","1041","2023-02-10","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"42","Customer 42","""+91-3545995097""","customer41@example.com","1042","2023-02-11","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"43","Customer 43","""+61-1742111456""","CUSTOMER42@EXAMPLE.COM","1043","2023-02-12","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"44","Customer 44","""+86-7826668255""","customer43@example.com","1044","2023-02-13","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"45","Customer 45","""""","CUSTOMER44@EXAMPLE.COM","1045","2023-02-14","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"46","Customer 46","""+44-3303842205""","customer45@example.com","1046","2023-02-15","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"47","Customer 47","""+33-3669351515""","CUSTOMER46@EXAMPLE.COM","1047","2023-02-16","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"48","Customer 48","""+1-5266310423""","customer47@example.com","1048","2023-02-17","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"49","Customer 49","""+33-7351991355""","CUSTOMER48@EXAMPLE.COM","1049","2023-02-18","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"50","Customer 50","""+86-3625772661""","","1050","2023-02-19","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"51","Customer 51","""+49-2329423276""","CUSTOMER50@EXAMPLE.COM","1051","2023-02-20","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"52","Customer 52","""+81-6339793584""","customer51@example.com","1052","2023-02-21","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"53","Customer 53","""+33-1102768940""","CUSTOMER52@EXAMPLE.COM","1053","2023-02-22","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"54","Customer 54","""+44-6871070202""","CUSTOMER53@EXAMPLE.COM","1054","2023-02-23","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"55","Customer 55","""+81-8486621629""","customer54@example.com","1055","2023-02-24","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"56","Customer 56","""+49-4613535984""","customer55@example.com","1056","2023-02-25","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"57","Customer 57","""+1-6604844032""","CUSTOMER56@EXAMPLE.COM","1057","2023-02-26","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"58","Customer 58","""+1-8082720239""","customer57@example.com","1058","2023-02-27","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"59","Customer 59","""+49-4965401384""","customer58@example.com","1059","2023-02-28","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"60","Customer 60","""+61-6184770285""","customer59@example.com","1060","2023-03-01","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"61","Customer 61","""+86-9844504863""","customer60@example.com","1061","2023-03-02","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"62","Customer 62","""+34-4615839129""","CUSTOMER61@EXAMPLE.COM","1062","2023-03-03","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"63","Customer 63","""+86-7178165153""","customer62@example.com","1063","2023-03-04","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"64","Customer 64","""+49-6864396258""","CUSTOMER63@EXAMPLE.COM","1064","2023-03-05","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"65","Customer 65","""+34-6382433001""","customer64@example.com","1065","2023-03-06","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"66","Customer 66","""+44-1148829652""","customer65@example.com","1066","2023-03-07","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"67","Customer 67","""+91-6172534934""","CUSTOMER66@EXAMPLE.COM","1067","2023-03-08","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"68","Customer 68","""+44-2666894305""","CUSTOMER67@EXAMPLE.COM","1068","2023-03-09","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"69","Customer 69","""+86-5394159126""","INVALID-EMAIL","1069","2023-03-10","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"70","Customer 70","""+91-9234337292""","CUSTOMER69@EXAMPLE.COM","1070","2023-03-11","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"71","Customer 71","""+81-1817548823""","customer70@example.com","1071","2023-03-12","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"72","Customer 72","""+39-6883380447""","customer71@example.com","1072","2023-03-13","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"73","Customer 73","""+81-5559879179""","CUSTOMER72@EXAMPLE.COM","1073","2023-03-14","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"74","Customer 74","""+81-6654897557""","CUSTOMER73@EXAMPLE.COM","1074","2023-03-15","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"75","Customer 75","""+39-1163046793""","CUSTOMER74@EXAMPLE.COM","1075","2023-03-16","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"76","Customer 76","""+81-8732706885""","CUSTOMER75@EXAMPLE.COM","1076","2023-03-17","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"77","Customer 77","""+49-2586176210""","CUSTOMER76@EXAMPLE.COM","1077","2023-03-18","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"78","Customer 78","""+61-2249280410""","CUSTOMER77@EXAMPLE.COM","1078","2023-03-19","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"79","Customer 79","""+91-7796722140""","customer78@example.com","1079","2023-03-20","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"80","Customer 80","""+1-8913568400""","customer79@example.com","1080","2023-03-21","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"81","Customer 81","""+61-9192524636""","CUSTOMER80@EXAMPLE.COM","1081","2023-03-22","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"82","Customer 82","""+49-4185052073""","customer81@example.com","1082","2023-03-23","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"83","Customer 83","""+33-6195655242""","n/a","1083","2023-03-24","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"84","Customer 84","""+34-8299634775""","CUSTOMER83@EXAMPLE.COM","1084","2023-03-25","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"85","Customer 85","""+39-4249800039""","customer84@example.com","1085","2023-03-26","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"86","Customer 86","""+33-6599078672""","customer85@example.com","1086","2023-03-27","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"87","Customer 87","""+91-7094247391""","CUSTOMER86@EXAMPLE.COM","1087","2023-03-28","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"88","Customer 88","""+34-7119015486""","CUSTOMER87@EXAMPLE.COM","1088","2023-03-29","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"89","Customer 89","""+39-9019047739""","customer88@example.com","1089","2023-03-30","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"90","Customer 90","""+39-8244687357""","CUSTOMER89@EXAMPLE.COM","1090","2023-03-31","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"91","Customer 91","""+91-8318681449""","CUSTOMER90@EXAMPLE.COM","1091","2023-04-01","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"92","Customer 92","""+33-3131077485""","CUSTOMER91@EXAMPLE.COM","1092","2023-04-02","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"93","Customer 93","""+91-7998162293""","CUSTOMER92@EXAMPLE.COM","1093","2023-04-03","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"94","Customer 94","""+81-6780701930""","customer93@example.com","1094","2023-04-04","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"95","Customer 95","""+33-7606334666""","customer94@example.com","1095","2023-04-05","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"96","Customer 96","""+39-9709807451""","customer95@example.com","1096","2023-04-06","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"97","Customer 97","""+61-5487831823""","customer96@example.com","1097","2023-04-07","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"98","Customer 98","""+1-2877324046""","CUSTOMER97@EXAMPLE.COM","1098","2023-04-08","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"99","Customer 99","""+81-5367571254""","CUSTOMER98@EXAMPLE.COM","1099","2023-04-09","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"100","Customer 100","""+39-2117295597""","customer99@example.com","1100","2023-04-10","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"101","Customer 101","""+39-5490534966""","customer100@example.com","1101","2023-04-11","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"102","Customer 102","""+1-5842139497""","CUSTOMER101@EXAMPLE.COM","1102","2023-04-12","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"103","Customer 103","""""","customer102@example.com","1103","2023-04-13","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"104","Customer 104","""+1-1313041763""","customer103@example.com","1104","2023-04-14","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"105","Customer 105","""+33-7883688396""","CUSTOMER104@EXAMPLE.COM","1105","2023-04-15","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"106","Customer 106","""+86-3939146810""","CUSTOMER105@EXAMPLE.COM","1106","2023-04-16","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"107","Customer 107","""""","CUSTOMER106@EXAMPLE.COM","1107","2023-04-17","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
